ID,theta_mean,theta_std,omega_mean,omega_std,r_mean,r_std,motor,age,gender,total_trials,success_rate,color_match_rate,num_match_rate,shape_match_rate,solved,num_unlock,unlock_time
D054,0.23451742280384116,0.06699509224441753,1.2106246161321774,0.24114942962048763,0.12683843022065702,0.10423556664713243,0.9166666666666666,7.54,Girl,12,0.4166666666666667,0.16666666666666666,0.5,0.0,1,5,150.6
D055,0.13548317298233678,0.04398397495501998,1.2112523801451636,0.25124627617949064,0.07064394746848111,0.060643570944389734,0.9583333333333334,9.42,Boy,24,0.20833333333333334,0.125,0.25,0.0,1,5,106.48
D057,0.09923291547546455,0.03391889976539754,1.212326317709783,0.25454777082174573,0.05305044794258714,0.04706071605097658,1.0,10.42,Girl,33,0.15151515151515152,0.09090909090909091,0.15151515151515152,0.0,1,5,144.77
D058,0.06301019003605628,0.023875617713977632,1.2241043435477519,0.26649941361976,0.033766678030787846,0.030349990610920717,0.9767441860465116,7.27,Boy,43,0.06976744186046512,0.3023255813953488,0.09302325581395349,0.09302325581395349,0,3,300.0
D059,0.06425927497966082,0.022843100549853515,1.2189110276633388,0.2643949299331612,0.03391808959116624,0.030305673718892878,0.9814814814814815,10.73,Girl,54,0.09259259259259259,0.18518518518518517,0.1111111111111111,0.05555555555555555,1,5,281.76
D060,0.09036452637844158,0.0305610814247874,1.2166469073545634,0.25095489408907834,0.048252567822314414,0.04264516841142593,0.972972972972973,10.32,Girl,37,0.13513513513513514,0.2972972972972973,0.16216216216216217,0.02702702702702703,1,5,285.56
D061,0.407262747780808,0.09619922370410953,1.2159014376005868,0.2542381074578703,0.18955730895361694,0.1453874225087236,0.7142857142857143,10.47,Boy,7,0.7142857142857143,0.14285714285714285,1.0,0.0,1,5,65.56
D063,0.04583118741192467,0.019359665615546782,1.2179149254817665,0.2590972077642818,0.023815366508038203,0.022308556704475645,0.9814814814814815,7.44,Boy,54,0.037037037037037035,0.1111111111111111,0.05555555555555555,0.037037037037037035,0,2,300.0
D065,0.07717762208325948,0.027091042156282396,1.2138788148741368,0.2508571682594172,0.04108374683239825,0.03653153370981144,1.0,9.22,Boy,44,0.11363636363636363,0.13636363636363635,0.11363636363636363,0.022727272727272728,1,5,254.19
D066,0.15984511898712353,0.0507420983080053,1.2179055325970727,0.25796608758807527,0.08564418044981857,0.07320938906966439,0.9,7.96,Boy,20,0.25,0.2,0.35,0.1,1,5,143.45
D067,0.07390098073599102,0.02673090318735712,1.2089568458967583,0.24368525046755518,0.03772800660902517,0.033730318837812086,0.9767441860465116,7.99,Girl,43,0.09302325581395349,0.16279069767441862,0.11627906976744186,0.0,0,4,300.0
D068,0.06999405445782383,0.028261735410905875,1.215240690938041,0.25170678363488697,0.03698388476195258,0.03470092956382409,1.0,10.64,Boy,28,0.03571428571428571,0.35714285714285715,0.03571428571428571,0.03571428571428571,0,1,300.0
D070,0.07559520817436595,0.02963036536731757,1.22485811881638,0.26370346177561693,0.04211746568606373,0.03841524830075356,0.9655172413793104,7.62,Boy,29,0.06896551724137931,0.3793103448275862,0.10344827586206896,0.2413793103448276,0,2,300.0
D071,0.03590100077735964,0.015676952663727043,1.2202580313189266,0.25255571455172976,0.019030673522049815,0.018202636320099167,0.9830508474576272,10.63,Girl,59,0.01694915254237288,0.3050847457627119,0.03389830508474576,0.11864406779661017,0,1,300.0
D072,0.08760630744647781,0.030436107914010326,1.2219460621182365,0.26321542197342707,0.048325654250406434,0.0427202992401596,1.0,7.18,Boy,37,0.13513513513513514,0.16216216216216217,0.13513513513513514,0.08108108108108109,1,5,232.14
D074,0.16958398680216413,0.05509313485985971,1.2272416952423115,0.27017050710249957,0.09907093752129763,0.08441409484276124,0.9411764705882353,8.13,Boy,17,0.29411764705882354,0.058823529411764705,0.35294117647058826,0.23529411764705882,1,5,208.76
D075,0.1271480606429743,0.04243742117275388,1.218167570186696,0.25688512494362825,0.07213784805631834,0.06306022267606609,1.0,7.24,Boy,24,0.20833333333333334,0.08333333333333333,0.20833333333333334,0.041666666666666664,1,5,144.6
D076,0.07509417497567336,0.028117158992040762,1.2209110258571534,0.25892034357721255,0.041723737977433305,0.037656600405543514,1.0,7.79,Girl,34,0.08823529411764706,0.2647058823529412,0.08823529411764706,0.11764705882352941,0,3,300.0
D077,0.20502468072805405,0.06207872714792458,1.225562833125409,0.2668379258038196,0.13340358411987063,0.10966590975701754,1.0,9.09,Boy,12,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.25,1,5,102.48
D078,0.08259094084166771,0.028875138601852344,1.21750468065612,0.25363286909403004,0.045230790055141114,0.04016615130102557,1.0,8.99,Boy,40,0.125,0.15,0.125,0.05,1,5,294.88
D079,0.0716408189819584,0.02646584542824182,1.2190894624531197,0.25245336228013693,0.036957808150008986,0.0335897147667252,0.9487179487179487,7.81,Boy,39,0.07692307692307693,0.38461538461538464,0.1282051282051282,0.02564102564102564,0,3,300.0
D080,0.049107758331891134,0.01836121398231667,1.2180613908071014,0.26007308063222984,0.0256343139449882,0.02333701660867045,0.9846153846153847,10.4,Boy,65,0.06153846153846154,0.2,0.07692307692307693,0.046153846153846156,0,4,300.0
D082,0.11349552699848298,0.038610803369729836,1.2323021132989653,0.27152760076871924,0.07402653283402227,0.06282252500296207,1.0,10.87,Girl,25,0.2,0.28,0.2,0.32,1,5,218.57
D083,0.10456706164690277,0.03517977945588111,1.2240195275884806,0.2649201094708761,0.06264591513083353,0.05442131142452377,1.0,10.67,Boy,29,0.1724137931034483,0.20689655172413793,0.1724137931034483,0.1724137931034483,1,5,198.73
D084,0.09046816348709999,0.034114489328319425,1.2211767698203644,0.30459186181098974,0.05203503317875001,0.04751720590908146,1.0,9.81,Girl,23,0.08695652173913043,0.43478260869565216,0.08695652173913043,0.13043478260869565,0,2,300.0
D085,0.11435281868894336,0.03738259616400737,1.2139536207679762,0.24812462321083903,0.06095681546701131,0.053811967887858685,1.0,10.38,Boy,28,0.17857142857142858,0.21428571428571427,0.17857142857142858,0.0,1,5,101.35
D086,0.06650178023013266,0.023552939340563833,1.2210335590876917,0.2638019073779008,0.03660944608269709,0.03236539545049093,0.9803921568627451,8.42,Girl,51,0.09803921568627451,0.17647058823529413,0.11764705882352941,0.09803921568627451,1,5,293.48
D087,0.04171768974163523,0.01800902704225699,1.2143557391272322,0.2569222502313656,0.019021744111046453,0.01828579732748755,0.9137931034482758,7.68,Girl,58,0.017241379310344827,0.1206896551724138,0.10344827586206896,0.017241379310344827,0,1,300.0
D088,0.1411581952662819,0.04610086042991444,1.2181136042786394,0.25647238641065445,0.07827780219987983,0.06695588526281528,0.9545454545454546,9.22,Boy,22,0.22727272727272727,0.18181818181818182,0.2727272727272727,0.09090909090909091,1,5,155.04
D089,0.07702127703766215,0.029470183742667126,1.2256275476755154,0.2706533199258778,0.04525555172990246,0.04105291069769444,1.0,8.27,Boy,32,0.09375,0.15625,0.09375,0.21875,0,3,300.0
D090,0.07315312764705412,0.02762467523522571,1.2242232409365275,0.2626582966120473,0.03970688057451934,0.03496050330023859,0.9523809523809523,10.78,Boy,42,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.09523809523809523,0,4,300.0
D091,0.05315999436191643,0.021922296191739674,1.220802212456646,0.2687640393501973,0.026963949961173454,0.025051113814089074,0.9361702127659575,7.9,Girl,47,0.0425531914893617,0.10638297872340426,0.10638297872340426,0.1276595744680851,0,2,300.0
D092,0.10982870613269961,0.03857206247454483,1.230637377237663,0.27304213394999044,0.0720661471171295,0.061347201312805584,1.0,9.78,Boy,26,0.19230769230769232,0.07692307692307693,0.19230769230769232,0.38461538461538464,1,5,181.49
D093,0.08213481399319363,0.032306431295665496,1.2205885739781006,0.262101944252178,0.045454375482907136,0.04108793469250239,0.962962962962963,7.56,Girl,27,0.07407407407407407,0.18518518518518517,0.1111111111111111,0.18518518518518517,0,2,300.0
D094,0.0772120550401236,0.026940332572839305,1.2245827568177416,0.26535058363601144,0.04310024750360867,0.03756070531151594,0.9767441860465116,9.45,Boy,43,0.11627906976744186,0.23255813953488372,0.13953488372093023,0.11627906976744186,1,5,294.26
D095,0.09819862584050822,0.0346172146266875,1.2292788361479265,0.27658608729170786,0.05920613521886772,0.05169414159601037,1.0,10.88,Boy,31,0.16129032258064516,0.12903225806451613,0.16129032258064516,0.22580645161290322,1,5,168.47
D096,0.1036516879358882,0.03568106202234873,1.2187650179306622,0.2535788184767921,0.06040989456244452,0.05199860050279766,1.0,8.9,Boy,30,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.1,1,5,169.78
D097,0.11445151964054069,0.037233548762397706,1.2153179482890784,0.24709203988511114,0.06453213242475334,0.05596283761973242,1.0,10.02,Girl,27,0.18518518518518517,0.4074074074074074,0.18518518518518517,0.0,1,5,163.1
D098,0.06702351487973365,0.02392743060731299,1.223114452385674,0.26151772774979404,0.0363527650181926,0.03288042008024102,1.0,10.02,Boy,50,0.1,0.12,0.1,0.08,1,5,299.6
D099,0.11297222916067151,0.039250603466633296,1.2286331246010944,0.2732225165559715,0.07004618976741014,0.059962918524425625,1.0,9.06,Girl,26,0.19230769230769232,0.07692307692307693,0.19230769230769232,0.23076923076923078,1,5,171.6
D100,0.09219435834632424,0.03287383405118471,1.2294031544510753,0.26567765151516864,0.056333496338905574,0.048406834157929436,1.0,8.87,Boy,33,0.15151515151515152,0.09090909090909091,0.15151515151515152,0.24242424242424243,1,5,210.29
D102,0.0804918635244888,0.029243381531358796,1.2190791340539104,0.2588052825980058,0.042632050547939476,0.038119811747286035,0.9736842105263158,7.44,Girl,38,0.10526315789473684,0.13157894736842105,0.13157894736842105,0.05263157894736842,0,4,300.0
D103,0.07824615694126967,0.027474403535990333,1.2194604038636017,0.2598285364081495,0.04332353272960178,0.038576048548332804,1.0,7.32,Boy,42,0.11904761904761904,0.14285714285714285,0.11904761904761904,0.07142857142857142,1,5,248.85
D104,0.0765205052897107,0.026654783364390693,1.2182330582279384,0.26368368320500807,0.04128189840520419,0.03688770267407993,1.0,9.48,Boy,44,0.11363636363636363,0.13636363636363635,0.11363636363636363,0.045454545454545456,1,5,233.72
D105,0.10962032155429452,0.03852182967355423,1.2327503167538352,0.2733955884632553,0.07152269904533921,0.06116996036519114,1.0,7.86,Boy,26,0.19230769230769232,0.07692307692307693,0.19230769230769232,0.4230769230769231,1,5,245.75
D106,0.13008480117468604,0.0432738318889701,1.2160546260915601,0.25694159455725446,0.06626822883980958,0.05854337189035638,0.9230769230769231,10.43,Girl,26,0.19230769230769232,0.11538461538461539,0.2692307692307692,0.038461538461538464,1,5,181.43
D107,0.07259395414507053,0.025862484563276306,1.2241122596570682,0.2686527909845901,0.037801887230561416,0.033710654119112046,0.9387755102040817,9.11,Girl,49,0.10204081632653061,0.12244897959183673,0.16326530612244897,0.10204081632653061,1,5,286.06
D108,0.09598286141884284,0.03259027142824879,1.2177743371666934,0.26141247245211097,0.054726130026634574,0.04790427213888952,1.0,9.88,Girl,33,0.15151515151515152,0.30303030303030304,0.15151515151515152,0.06060606060606061,1,5,177.9
D109,0.05600884675458253,0.023387537344234308,1.21544642359143,0.25084259835000644,0.027310145003305756,0.025717428143114875,0.9487179487179487,8.61,Girl,39,0.02564102564102564,0.2564102564102564,0.07692307692307693,0.05128205128205128,0,1,300.0
D110,0.1928763885063414,0.0567566799518018,1.2124910211739321,0.264150293933994,0.11159953109531537,0.09356449649094378,1.0,7.39,Girl,14,0.35714285714285715,0.21428571428571427,0.35714285714285715,0.0,1,5,124.13
